,Station_ID,Station_Name,Longitude,Latitude
77,14001904001,MCCARTHY LAKE STATION,-82.44838185937,46.30751089126
78,3013302702,TETAPAGA RIVER STATION,-79.89235348199,47.04202889195
79,19000103602,WABIGOON RIVER STATION,-93.40124274457,49.95861226966
80,19000800502,WINDIGO RIVER STATION,-91.8207877431,53.29393102277
81,4002701402,BEAR CREEK STATION,-82.11880410906,42.9058920131
82,8012304702,SOUTH SAUGEEN RIVER STATION,-80.51158148257,44.0864792642
83,1000001901,LAKE SUPERIOR STATION,-86.43331611,48.72389077
84,17002110101,PAUDASH LAKE STATION,-77.99970773023,44.96861301502
85,8005602502,NORTH MAITLAND RIVER STATION,-81.03773260806,43.89457651402
86,8015800202,BLUE JAY CREEK STATION,-81.98723285894,45.66543714067
87,13000001102,ST. MARY'S RIVER STATION,-84.21505998602,46.53732001648
88,14002808302,LILLY CREEK STATION,-81.03968298306,46.4541576414
89,17002112702,RAWDON CREEK STATION,-77.55329022981,44.26868176437
90,6010405502,DUFFINS CREEK STATION,-79.05901598121,43.89140076401
91,6010406002,STOUFFVILLE CREEK STATION,-79.22649673137,43.95068513907
92,6010408902,WIXON CREEK STATION,-79.17408660632,43.9842673891
93,6010411502,TRIB TO DUFFINS CREEK STATION,-79.08083135623,44.00300038912
94,6010410002,MITCHELL CREEK STATION,-79.13448873128,43.9834272641
95,6008304502,COLD CREEK STATION,-79.70779185682,43.90589601403
96,6007603902,WEST CREDIT RIVER STATION,-80.06712910715,43.79540301392
97,8012304902,SAUGEEN RIVER STATION,-80.77090435781,43.95592688907
98,14002807102,JUNCTION CREEK WEST STATION,-80.98481873301,46.52644739147
99,19006402802,KAPUSKASING RIVER STATION,-82.53898760945,49.29424539405
