,distance,drainage_delta
27070,2854293.576,1044.04
27071,3741235.08,697
27072,551353.0528,1037.5
27073,444434.6972,985.1999969
27074,3691996.278,2590
27075,3103534.231,970.6999969
27076,529894.8657,
27077,192594.9256,1020
27078,2679995.037,649
27079,2309420.44,
27080,3211029.598,5840
27081,3074601.553,530
27082,3330667.507,865
27083,3372094.464,1012.700001
27084,869705.6561,500
27085,2851793.349,
27086,3604451.031,996.5999985
27087,963290.5689,903
27088,945682.4617,1008.900002
27089,3061704.324,812
27090,1789967.891,3430
27091,1897449.439,47050
27092,2686850.714,
27093,314441.84,24550
27094,522356.6238,874
27095,3571244.262,1029.200001
27096,450913.5347,12250
27097,580555.1604,1047.91
27098,3094090.301,820
27099,1924647.745,254
27100,2603780.304,255
27101,3113388.039,1005.700001
27102,845935.824,591539
27103,3376176.07,
27104,738507.2104,759
27105,2801970.798,811
27106,3364245.591,1042.2
27107,2068703.027,350
27108,3632772.906,
27109,3091512.336,190
27110,166962.9142,997.2000008
27111,2994917.803,
27112,3646531.704,6640
27113,3297203.385,744
27114,427083.5665,
27115,2596730.437,1021
27116,577751.3037,550
27117,2979212.132,413
27118,1852262.604,301
27119,2836306.469,875
27120,2864922.64,780
27121,2331771.02,988.5999985
27122,406079.8544,680
27123,3342808.735,1021
27124,1495711.607,672
27125,224701.6956,734
27126,1017755.774,899
27127,2869328.615,996.0999985
27128,2712836.825,694
27129,3079766.384,1042.51
27130,449403.9628,991.4000015
27131,2550347.091,263
27132,283438.8632,2370
27133,2821387.077,811
27134,717566.8385,35950
27135,3269584.279,820
27136,582970.3494,1042.23
27137,1687187.44,660
27138,2384395.527,19650
27139,2996807.967,825
27140,325965.1404,988.0999985
27141,3230496.921,959.3000031
27142,2497996.765,1010.099998
27143,1792528.432,
27144,3216362.794,1034.2
27145,681633.3637,353
27146,193393.9085,909
27147,1022925.651,
27148,2204436.936,462
27149,1817240.05,217
27150,2828401.513,931
27151,320612.0906,967.0999985
27152,3214177.17,990
27153,631966.8587,7990
27154,3946365.6,14450
27155,3262679.725,868
27156,3329772.715,180
27157,3109753.357,1022.799999
27158,2679379.646,867
27159,3261791.134,907
27160,358599.2234,886
27161,813067.7511,3110
27162,2739849.257,236.7999878
27163,2999996.762,
27164,1383322.411,5440
27165,403617.8765,800
27166,183513.0347,24650
27167,2845977.288,140
27168,3251046.631,947
27169,2703199.073,769
27170,2062242.374,43050
27171,2552290.635,
27172,341097.2289,1027.1
27173,4263.034425,118
27174,3489653.41,
27175,2959470.14,18950
27176,3091779.816,1049.46
27177,2069892.613,160
27178,207135.0334,960
27179,1375996.022,10250
27180,246800.1118,739
27181,615126.8733,590
27182,3351935.853,
27183,3114829.652,94
27184,3095684.133,
27185,2951765.696,660
27186,426310.4576,812
27187,1405398.652,1049.03
27188,317687.9321,988.5999985
27189,3242531.208,3660
27190,2960113.674,804
27191,1833325.666,164
27192,549826.3657,17850
27193,869151.8361,951.5999985
27194,1605249.522,17350
27195,3580147.864,
27196,3230877.899,752
27197,3203737.254,1025.299999
27198,2958497.627,1390
27199,3326378.464,19250
27200,3296151.606,662
27201,3356707.159,940
27202,3243169.869,755
27203,245782.2775,665
27204,449333.9108,415
27205,2828876.564,580
27206,341207.9608,1100
27207,3434215.866,995.5999985
27208,806577.0588,902
27209,3169025.511,245
27210,100577.3399,1190
27211,3096186.102,970
27212,450386.9434,882
27213,409182.0069,2370
27214,487722.283,793
27215,3276993.397,1027.1
27216,2558929.993,13450
27217,3088295.127,882
27218,680710.7744,276
27219,1403923.339,1049.88
27220,3501292.835,871
27221,2293298.802,934
27222,754207.1771,160
27223,2946010.06,4950
27224,3365128.489,
27225,3225198.592,1034.7
27226,3350867.15,
27227,3434014.729,
27228,3582527.256,
27229,2817799.185,
27230,303161.8914,3430
27231,3260930.197,
27232,2866784.671,970.1999969
27233,1405677.716,1049.46
27234,2617289.558,735
27235,2845665.615,882
27236,806039.4818,5840
27237,3238864.64,1018.9
27238,3314201.802,299
27239,357064.6021,263
27240,162965.6281,839
27241,500184.2246,13650
27242,3235862.538,465
27243,3449739.325,925
27244,2749863.672,
27245,440333.7649,12850
27246,2901295.908,2580
27247,739079.0603,896
27248,2100985.941,955.5999985
27249,1108512.392,1013
27250,2520601.414,
27251,479612.4749,819
27252,3650134.215,11350
27253,1860018.337,8010
27254,2678557.506,1410
27255,687596.6275,2030
27256,83541.12906,14550
27257,273736.8366,2630
27258,1880453.453,615
27259,3352046.207,
27260,3258320.452,915
27261,945668.5687,1026
27262,2113431.889,208667.5
27263,3128428.193,
27264,3589776.917,1042.75
27265,3127886.277,1048.63
27266,665992.4292,936
27267,2641913.474,486
27268,219339.4804,1016.099998
27269,2078069.142,210950
27270,2932129.875,
27271,2871086.476,3350
27272,2575190.941,
27273,2372484.04,1500
27274,754431.9953,1130
27275,2707000.186,1060
27276,1615596.388,1044.6
27277,3145656.383,1048.73
27278,1946376.034,270
27279,457342.1534,1035.3
27280,62197.69672,86
27281,148986.5774,23.5
27282,696677.98,1856
27283,126650.9536,161
27284,211056.1245,20.20000076
27285,1963261.227,26356
27286,588384.0563,330
27287,78434.73691,31
27288,405801.9732,24.39999962
27289,1432018.29,416
27290,253703.0015,1616
27291,256335.4966,43.66
27292,533649.316,
27293,1483805.105,5376
27294,91005.43444,3.599998474
27295,303943.8399,13956
27296,423213.6428,323
27297,614415.5461,5506
27298,1658298.312,145
27299,3370191.468,11056
27300,767970.7315,895
27301,1245233.351,3846
27302,3381387.997,
27303,1251331.165,15478
27304,302849.1647,
27305,4106020.531,15956
27306,4411531.914,33.19999695
27307,3648795.923,41.91000009
27308,140392.0114,471
27309,3146873.596,40.82999992
27310,250258.1536,275
27311,1957425.36,124
27312,3109870.219,135
27313,227570.245,
27314,3312894.642,1736
27315,176995.3247,223
27316,3160389.592,251
27317,619134.2196,
27318,1209345.761,546
27319,1948897.801,36.75
27320,288415.0937,32.10000038
27321,954226.8865,3446
27322,62425.30986,29.80000019
27323,1159488.45,343
27324,94094.59011,46.69999695
27325,3337689.88,161
27326,700166.1546,178
27327,244995.9388,84
27328,3395258.514,
27329,3944559.125,1866
27330,3635984.807,93
27331,291445.798,
27332,4466373.849,
27333,4330361.091,
27334,3031691.285,4516
27335,831388.3497,
27336,3164963.816,284
27337,3525577.007,89
27338,1879061.167,19556
27339,102701.6513,
27340,1746683.705,4466
27341,344338.8531,26.60000038
27342,148520.2754,7.599998474
27343,4368384.353,580
27344,837632.684,128
27345,3893119.687,1095
27346,1033749.7,4186
27347,1438031.504,1656
27348,3955384.662,2106
27349,450520.6433,441
27350,686002.0161,5036
27351,916231.9094,
27352,3957391.211,1036
27353,103716.981,339
27354,149868.198,11.40000153
27355,253791.8537,
27356,691650.0694,4346
27357,496541.7531,43.48000002
27358,3513576.921,365
27359,1108428.324,528
27360,2005913.867,5766
27361,3192304.406,0.200000763
27362,51295.02926,
27363,1448531.136,4976
27364,156268.5044,41.1500001
27365,2281738.122,1456
27366,224776.6107,228
27367,3341088.93,1006
27368,0,0
27369,1161881.602,3736
27370,3193957.802,5156
27371,3207755.337,730
27372,615448.5194,4306
27373,1286402.725,2266
27374,4266335.419,32.09999847
27375,878765.8083,
27376,166783.4779,19.70000076
27377,164757.297,25.90000153
27378,3956421.936,
27379,3604572.075,28.30000305
27380,496062.0182,38.03999996
27381,687286.0493,309
27382,3164885.352,31.5
27383,2977306.638,20.80000305
27384,2488200.226,3596
27385,253181.0749,35.30000305
27386,2912963.651,
27387,3478642.985,2026
27388,708401.0965,357
27389,1044672.041,
27390,370786.0405,6846
27391,405196.9448,1536
27392,75987.39497,141
27393,308941.6419,6.700000763
27394,4206454.02,1506
27395,538252.697,
27396,559165.5411,9.400001526
27397,4233993.197,103
27398,4251790.853,2.900001526
27399,416594.2269,194
27400,1583196.129,4436
27401,1849163.438,48056
27402,665305.9977,
27403,3503776.844,25556
27404,3164074.725,132
27405,242473.1557,23.20000076
27406,2890188.604,13256
27407,2856956.711,41.91000009
27408,721477.0953,186
27409,1416610.143,752
27410,753273.5227,751
27411,257692.5465,0.299999237
27412,3041615.835,592545
27413,35417.44746,
27414,3883280.787,247
27415,590725.6778,195
27416,300168.0991,36.19999981
27417,1432043.757,1356
27418,291804.6853,
27419,688484.5391,1196
27420,3508026.41,8.799999237
27421,364602.3357,
27422,970866.8009,7646
27423,47301.15417,262
27424,3170445.069,
27425,769311.1522,15
27426,3173117.987,456
27427,374478.0237,593
27428,1493887.342,705
27429,551997.9735,131
27430,496853.8155,1786
27431,1009447.897,17.40000153
27432,3163105.927,1686
27433,77569.9576,15
27434,4568692.947,334
27435,3561201.763,272
27436,4068442.186,107
27437,525218.0667,9.900001526
27438,675130.2494,312
27439,282424.044,36.51000023
27440,3716905.011,14.59999847
27441,824270.2139,743
27442,3439531.518,3376
27443,563222.7737,195
27444,3146021.673,36956
27445,110346.0252,186
27446,3887773.482,36.23000002
27447,1654019.2,1666
27448,1374273.046,20656
27449,344281.9292,181
27450,3653444.772,17.90000153
27451,113544.2564,46.69999695
27452,867902.7546,4.099998474
27453,1618690.564,
27454,128150.4555,28.19999981
27455,3182726.321,653
27456,3479898.336,97
27457,3611823.967,
27458,1138098.919,544
27459,1532838.176,789
27460,553503.437,75
27461,3637675.798,38.90000153
27462,1831643.616,1996
27463,2816567.748,8996
27464,1246419.434,15456
27465,88116.77434,138
27466,18169.87232,1186
27467,251944.2814,16.79999924
27468,1017722.278,139
27469,80408.31727,99
27470,3061332.687,120
27471,2540562.323,4116
27472,621540.601,769.2000122
27473,361934.4297,
27474,1964288.136,6446
27475,3081407.979,1806
27476,3470286.883,25656
27477,495198.0631,1146
27478,475969.5622,59
27479,661619.4142,237
27480,1283545.095,44056
27481,830035.8129,
27482,3678048.586,21.10000038
27483,3337451.933,888
27484,148847.2774,
27485,435255.7071,19956
27486,273370.6177,43.45999998
27487,1315291.561,1166
27488,3141472.444,1966
27489,2910824.473,11256
27490,3437078.632,267
27491,3074992.89,1596
27492,244201.1572,
27493,299473.2633,912
27494,272147.6485,
27495,712672.4446,1666
27496,2917247.271,194
27497,1947072.771,43.02999997
27498,3636243.024,17.40000153
27499,220992.9784,4666
27500,388167.6393,202
27501,1634874.052,842
27502,3708071.044,18856
27503,4176615.031,54.40000153
27504,1744126.234,18356
27505,539563.7614,
27506,693644.309,254
27507,156585.4526,19.29999924
27508,982230.665,2396
27509,975585.2395,20256
27510,96835.72232,344
27511,241341.3179,1946
27512,185196.6568,251
27513,3583894.197,341
27514,2957100.177,591
27515,544644.2348,1586
27516,3544898.993,2106
27517,122612.424,10.40000153
27518,4139340.17,104
27519,201200.5052,761
27520,3398896.826,2196
27521,284063.1929,36
27522,3149904.515,124
27523,2942686.549,3376
27524,3239082.493,213
27525,631483.0949,21.10000038
27526,875578.9586,14456
27527,260498.7529,124
27528,3840107.993,730
27529,1948907.636,43.88
27530,162951.7957,135
27531,1099625.504,72
27532,4071933.357,1166
27533,692246.6641,5956
27534,241960.0425,
27535,118286.2447,28.69999981
27536,55975.51561,
27537,117158.708,
27538,264718.2038,
27539,572290.404,
27540,3416928.983,4436
27541,133885.3577,
27542,512688.227,35.80000305
27543,1947347.505,43.45999998
27544,742632.2976,271
27545,557861.6557,124
27546,3260897.411,6846
27547,120154.8347,12.89999962
27548,73146.5847,707
27549,3090207.708,743
27550,3477995.337,167
27551,3787007.709,14656
27552,160771.0608,541
27553,492094.3419,81
27554,615581.9032,
27555,3016683.936,13856
27556,1447731.769,3586
27557,2988694.559,110
27558,1279609.4,50.40000153
27559,4350924.75,7
27560,839987.7509,
27561,3153150.449,187
27562,774385.1862,12356
27563,1481243.914,9016
27564,662826.3991,2416
27565,3127836.867,3036
27566,3305489.196,15556
27567,3073473.039,3636
27568,1462442.323,391
27569,250953.8406,
27570,136539.7752,91
27571,4221271.351,20
27572,1357972.652,209673.5
27573,250989.1461,
27574,588583.9711,36.75
27575,247407.4848,42.63
27576,3091773.3,70
27577,699357.7956,520
27578,3508061.675,10.09999847
27579,1396331.701,211956
27580,412675.5547,
27581,572569.9688,4356
27582,812807.122,
27583,968857.7872,2506
27584,2587010.363,2136
27585,703568.1008,2066
27586,1742039.153,38.5999999
27587,249633.3284,42.73000002
27588,1394718.814,1276
27589,3258479.876,29.30000019
27590,1100037.639,3650
27591,1025991.67,3759.5
27592,895871.4235,1880
27593,1035404.306,3575
27594,957068.7616,3756.200001
27595,810262.0447,22620
27596,602253.979,3406
27597,1170687.337,3767
27598,1562018.239,3760.4
27599,281718.4579,3320
27600,917455.8626,2120
27601,936817.1195,3779.66
27602,1612726.012,
27603,325643.5044,1640
27604,1077803.598,3739.599998
27605,919245.4318,10220
27606,739988.9071,3413
27607,1233446.675,1770
27608,496425.2857,3591
27609,2234487.316,7320
27610,399995.4425,2841
27611,124401.5843,110
27612,2545863.12,
27613,541897.4231,11742
27614,871112.8882,
27615,3010559.136,12220
27616,3314599.63,3702.800003
27617,2575692.719,3777.91
27618,1087587.073,3265
27619,1995988.638,3776.83
27620,1410773.671,3461
27621,797285.3815,3612
27622,1950977.082,3601
27623,1191906.755,
27624,2154462.583,2000
27625,1221489.229,3513
27626,2010124.603,3485
27627,1617409.627,
27628,67393.93211,3190
27629,787624.0898,3772.75
27630,879123.2544,3768.1
27631,259310.4019,290
27632,1123915.437,3765.8
27633,163578.4205,3393
27634,1169320.071,3689.300003
27635,2176094.168,3575
27636,503439.2914,3558
27637,1405819.137,3652
27638,2590934.433,
27639,2817727.25,1870
27640,2484622.085,3643
27641,886138.8273,
27642,3377681.372,
27643,3283193.156,
27644,2007745.668,780
27645,366941.7064,
27646,2005840.813,3452
27647,2365264.505,3647
27648,1624121.688,15820
27649,1070959.143,
27650,587204.9131,730
27651,862778.3515,3762.6
27652,1195321.642,3743.599998
27653,3291642.748,3156
27654,387044.5298,3608
27655,2764007.454,2641
27656,146294.3495,450
27657,2142526.806,2080
27658,2828065.838,1630
27659,725591.0495,3295
27660,1447497.007,1300
27661,1782322.746,
27662,2808216.933,2700
27663,1244845.674,3397
27664,1012097.312,3747.400002
27665,1384246.904,
27666,517499.0863,610
27667,668783.2571,3779.48
27668,2353061.842,3371
27669,106897.7865,3208
27670,1933311.493,2030
27671,2040891.892,3735.799999
27672,1116719.737,
27673,2013552.03,1240
27674,1318137.297,3777.15
27675,2706426.454,2280
27676,958627.017,3508
27677,2186851.759,2730
27678,1161881.602,3736
27679,0,0
27680,2039452.954,1420
27681,2050185.681,3006
27682,1404600.548,570
27683,134274.5847,1470
27684,3121069.261,3703.900002
27685,1772399.448,
27686,1308231.159,3716.299999
27687,1323984.338,3710.099998
27688,2821122.823,
27689,2453513.626,3707.699997
27690,669010.3895,3774.04
27691,1663410.084,3427
27692,2007251.811,3767.5
27693,1815557.357,3715.199997
27694,2602666.418,140
27695,918478.2699,3700.699997
27696,1751134.586,
27697,2319229.539,1710
27698,590565.9601,3379
27699,124584.0615,
27700,1103603.141,3110
27701,963459.0394,2200
27702,1146077.639,3595
27703,1245324.93,3742.700001
27704,3055324.344,2230
27705,667514.4236,
27706,1515830.486,3726.599998
27707,3100465,3633
27708,3110359.514,3738.900002
27709,952689.8109,3542
27710,427642.8235,700
27711,1072001.324,44320
27712,500463.5579,
27713,2367236.854,21820
27714,2005335.691,3604
27715,1386468.793,3759.200001
27716,1736839.625,9520
27717,1695193.485,3777.91
27718,1131154.723,3550
27719,275116.491,2984
27720,416993.1523,2985
27721,927049.411,3735.700001
27722,1902445.458,588809
27723,1196392.395,
27724,2765489.568,3489
27725,619499.3945,3541
27726,1235803.183,3772.2
27727,646229.8186,2380
27728,1453226.991,
27729,1111817.907,2540
27730,2353465.395,3727.200001
27731,808755.5183,
27732,1706051.777,3910
27733,1119969.058,3474
27734,2009262.249,
27735,411820.1383,3751
27736,2016692.077,3280
27737,793796.4158,3143
27738,334589.3144,3031
27739,652052.3398,3605
27740,678123.3311,1950
27741,190899.5834,3718.599998
27742,2001576.244,2050
27743,1172423.871,3751
27744,3481177.755,3402
27745,2404782.646,3464
27746,2971953.619,3629
27747,685423.8602,3726.099998
27748,532052.1837,3424
27749,918286.6229,3772.51
27750,2577248.833,3721.400002
27751,370565.6396,2993
27752,2303152.531,360
27753,700934.5978,3541
27754,2068032.92,33220
27755,1100975.482,3550
27756,2744176.703,3772.23
27757,511740.1684,2070
27758,929847.0032,16920
27759,819802.8545,3555
27760,2503670.783,3718.099998
27761,1049429.809,3689.300003
27762,315404.0376,3740.099998
27763,619802.3088,
27764,1041017.685,3764.2
27765,2032055.767,3083
27766,2320488.996,3639
27767,2567830.902,
27768,155475.4157,3192
27769,371359.7613,2947
27770,643222.8323,3661
27771,2489653.465,3697.099998
27772,1904100.095,1740
27773,1655174.145,5260
27774,2035906.794,11720
27775,1080370.722,3598
27776,1151998.45,2550
27777,924130.4286,3752.799999
27778,891876.6978,3597
27779,1084309.917,3637
27780,1899929.026,3616
27781,1380744.404,380
27782,553041.4633,2966.799988
27783,813632.513,
27784,804721.7189,2710
27785,1919538.324,1930
27786,2323330.761,21920
27787,671879.3241,2590
27788,1179628.473,3677
27789,578862.4805,3499
27790,125603.617,40320
27791,377033.7921,
27792,2521279.167,3757.1
27793,2183329.13,2848
27794,1309130.428,
27795,773877.7665,16220
27796,905695.6464,3779.46
27797,205215.0684,2570
27798,1990668.758,1770
27799,1983965.806,7520
27800,2275774.308,3469
27801,1919147.132,2140
27802,1211053.939,
27803,971373.4099,2824
27804,909427.9982,
27805,976678.1722,2070
27806,1761239.228,3542
27807,785936.7714,3779.03
27808,2487961.821,3718.599998
27809,1095053.113,930
27810,775995.8898,3534
27811,704120.74,2894
27812,2582798.587,15120
27813,3034431.503,3681.599998
27814,625250.8019,14620
27815,1490207.386,
27816,1248148.108,3482
27817,1034686.448,3755.299999
27818,1152153.694,1340
27819,1464737.467,16520
27820,1111074.751,3392
27821,1214986.407,1790
27822,1087415.712,3485
27823,2431244.93,3395
27824,1795546.065,3145
27825,642607.2709,2150
27826,2408471.489,1630
27827,1249348.482,3725.599998
27828,2989803.628,3632
27829,1005199.916,2975
27830,2249089.256,1540
27831,909409.0332,3700
27832,1989026.761,3612
27833,1784609.742,360
27834,2079681.349,3523
27835,1263760.157,3757.1
27836,572017.7576,10720
27837,904731.0929,3612
