,origin_id,hydat_id,origin_dist_from_net,hydat_dist_from_net,dist,pos
136,16906,01AR011,601.4319783538597,423.17442294173355,179.9205224071424,On-Up
137,4705,01AR011,91.90634430959192,423.17442294173355,4755.556452236153,On-Up
138,15905,01AP001,222.57553467839105,0.15078062386844726,7745.6993484172535,Up
139,15910,01AR004,217.95898806271776,209.35328967682088,925.6209469490196,On-Up
140,15479,01DL001,35.69900190938463,0.03844290074900983,70.75218083767145,On-Down
141,6633,01DR001,51.88705770239761,55.75373986529501,217.4759991109961,On-Down
142,15473,01DP001,187.52753872110753,11.300248843121073,6045.878907113682,On-Up
143,15473,01DP003,187.52753872110753,144.02102445492054,309.7358752696326,On-Up
144,15473,01DP002,187.52753872110753,108.5310085096807,6836.796710279662,Up
145,15855,01BV008,231.95449576945373,270.5893338003331,194.5906094107278,On-Up
146,15477,01DH001,75.5056637407307,71.86592818781855,2294.938855726831,On-Up
147,15477,01DH002,75.5056637407307,47.52285053601623,39.472120401335104,On-Down
148,15477,01DH005,75.5056637407307,36.124980677420226,9394.715439466307,Up
149,4739,01AR006,203.0914732431348,194.01811221945218,9.35447970262148,On-Up
150,15884,01AQ001,373.15791164872,122.43647156642366,307.59110444557746,On-Down
151,15478,01EO001,717.3139222079949,9.23512826314663,1267.0229498659512,Down
152,6636,01EO001,17.403197117193823,9.23512826314663,55.610090850612316,On-Up
153,6636,01EO002,17.403197117193823,141.5178764088729,519.8395705570072,Up
154,6575,01AR005,215.1251996673484,55.0376557722682,5390.949906706761,Up
155,4829,01AR005,135.3470867034927,55.0376557722682,496.1832371355542,On-Down
156,6600,01DD002,13.180746325912592,22.361284776538913,38.733779930247856,Down
157,6646,01EJ001,216.4779116536785,19.779006709115382,255.83993807664788,On-Up
158,6646,01EJ004,216.4779116536785,144.28760993746027,5405.941833556262,Up
159,15475,01EF001,155.26084562532188,137.74663470438634,36.146791121494765,On-Down
160,6593,01EF001,54.96712087121472,137.74663470438634,93.74007817670014,On-Up
161,6645,01EE005,31.102442350529852,10.853582706482019,42.696050323910306,On-Down
162,6645,01EE004,31.102442350529852,124.77409321298512,9475.663973093975,Down
163,6612,01ED007,472.92618542511053,529.553201411642,76.60760890315622,On-Up
164,6612,01ED009,472.92618542511053,204.72102491170656,1813.5068790574335,On-Up
165,6616,01ED005,188.33670572764316,202.39348142090728,5615.328281732843,Down
166,6627,01ED005,419.00420324662537,202.39348142090728,1817.530981098113,On-Down
167,15480,01ED013,307.86964799491426,406.1927335171971,119.97881298744456,On-Down
168,30895,02HD004,239.64361033457985,295.7269342604748,9999.432192652928,Down
