,Station_ID,unique_ind,dist_along,geometry,dist_from
55695,17002102502,689345.0,443.69542026113777,POINT (500472.41219429165 556267.354690412),5.255180741090259
56171,17002103802,2260026.0,133.5769560616404,POINT (542874.0671891234 519572.060457931),1.7893463281441113
56387,17002104102,502875.0,416.3445159904342,POINT (506773.4606771376 526948.432769418),117.70069682157542
56685,17002105202,1149849.0,0.7468754596078037,POINT (538238.0087354572 549215.3843166917),2.253650532778353
56888,17002105402,717546.0,138.2062657513802,POINT (502245.7567528192 546789.7942134086),19.96806934899845
57362,17002106502,2257990.0,181.19136437883824,POINT (546383.2178014576 531464.2875530553),60.37666225236581
57583,17002106602,2380986.0,635.8384480458759,POINT (568907.1813403827 530053.0647811034),0.6170243201484712
57786,17002106702,2260286.0,128.1625905222099,POINT (572289.8841571261 523626.3529539864),14.335671804502063
57989,17002107002,2262241.0,239.10830650379702,POINT (544053.4715755176 518471.7335325066),11.19037194523596
58210,17002107402,348386.0,447.4690197414769,POINT (524496.7712559354 522568.5511927042),2.749570845002221
58607,17002107502,718409.0,899.3145088746805,POINT (510628.1965910531 566569.3963985296),1.0500154235363237
58963,17002107702,2258661.0,7.203807338703099,POINT (533652.1397305249 499929.43326080375),3.1951579147785685
59166,17002112002,2258693.0,3749.758369558943,POINT (564927.8989441833 519997.05998068774),0.0839969794466705
59369,17002113002,668188.0,311.3800009336576,POINT (509383.1476444005 519472.73347737506),0.46687383734919036
59766,17002600102,730755.0,997.472765439224,POINT (620241.2318076418 512701.51311908476),2.102017460694529
60172,17002600202,82478.0,1181.9551738545485,POINT (619162.2179307519 517224.38816548744),3.7222167461699796
60576,17002600302,2254530.0,0.0,POINT (623498.0908685185 546535.3157498019),308.3677501980048
60993,17002600402,2253149.0,26.430225223272767,POINT (625262.8844261036 546636.2377280972),3.483309388333606
61412,17002600602,2245308.0,2258.918484534079,POINT (622329.2916916374 548729.8395009167),4.542230014182103
61830,17002600702,2250082.0,497.1973636611025,POINT (625438.6579806777 549325.9280272719),2.6014896328654675
62239,17002600902,2274093.0,266.4069919586113,POINT (619897.1839485392 556466.9808528222),1.1145065826008584
62647,17002601002,2263627.0,391.6900196534985,POINT (616716.0777965962 554993.7945807048),2.9989498716542142
63054,17002601101,2253707.0,276.7671641643019,POINT (609563.6810535857 547185.6703362173),3.211497966922914
63470,17002601202,2251822.0,894.6969828983754,POINT (608874.847615839 549521.6529893763),3.0074331465155613
63879,17002601302,2247549.0,491.30931729540856,POINT (597227.0956054747 548204.981839653),0.34178017940747835
64296,17002601902,2253320.0,409.2300057329324,POINT (597621.5141479674 555448.0226824443),3.560009668585843
64715,17002602102,2235238.0,406.37427456695315,POINT (615473.0515617924 520947.5978151633),0.6890507256701909
64877,17002602202,2235574.0,9.430710274389057,POINT (607763.1870082741 518055.83835508395),0.838881878792339
65039,17002602302,2253964.0,92.56064150346144,POINT (615393.4230713155 551434.5289274597),0.5637436592990737
65456,17003100102,1065051.0,35.113446129545636,POINT (632565.3721901459 517676.2146026021),0.0006707387610343071
65775,17003500102,1197067.0,85.34548871696254,POINT (652963.5534621947 522478.34282300854),92.32521103381406
66094,17003500202,963595.0,273.3782028770261,POINT (655835.4603378349 529795.8739889998),2.9163260192512652
66411,17003500402,101348.0,257.02483912841467,POINT (659472.928881974 535471.5420537721),0.6747580691056441
66727,17003700302,799687.0,9.952781940690624,POINT (662763.2100956409 526260.3429567391),0.37867351946258143
67102,18000005182,628381.0,291.4383350591951,POINT (819474.4748864135 705412.871665488),187.07099340201643
67185,18000007883,56163.0,308.5798757779138,POINT (819895.9689386351 705968.1402098899),59.87359716134396
67270,18000017002,2275593.0,489.1931725268056,POINT (693605.372760094 671188.0714023239),5.923027635048161
67567,18000024002,53820.0,275.58017783558125,POINT (657579.2643101542 679941.9971379918),55.576198840988134
67850,18003300302,1165153.0,26.967836547099292,POINT (747685.8843831485 627644.1517615138),2.922131799220175
68210,18003300802,2359441.0,461.1475203408526,POINT (705593.9177228995 606440.1384532396),2.1992491193012853
68570,18003302302,2368271.0,267.1695218671045,POINT (681837.8819083221 588121.7770303705),3.0785180847592026
68930,18003302602,2361529.0,912.8249796992918,POINT (727181.8352459536 608768.1992132408),1.7162614487661032
69290,18003302902,161109.0,33.15473804673284,POINT (746139.8075470985 642783.4582270733),0.659719824899519
69650,18003303102,531609.0,1.6963089175468098,POINT (737860.0065465409 665421.9159651981),5.6502149034129285
69992,18003303402,1210778.0,6397.348385523329,POINT (738214.6696502806 673081.1986697989),3.8124861302552846
70352,18003303502,2370288.0,91.07375779603102,POINT (734765.0166790738 617108.339030837),4.736386833576134
70711,18003303602,222845.0,525.2348928622403,POINT (732346.3821067306 650785.6144124246),0.4986119016530661
71034,18003303702,981514.0,58.94912333639131,POINT (739161.6312754854 651678.8406787935),2.6517781031799346
71394,18207002002,852353.0,120.18904716323848,POINT (784511.118485929 693792.7647592399),4.511801156213739
71704,18207004002,977559.0,302.4972479908118,POINT (797048.5087567578 676582.215359072),1.0279650538524923
71968,18207006002,376827.0,8.99812370704351,POINT (799940.5683576323 675013.5615707554),0.16784553135991467
72294,18207010002,275805.0,3.0647605814044803,POINT (786296.3722690663 666588.6417474994),13.793090027859947
72607,18207011002,706638.0,5.0204374322149805,POINT (779409.8320692879 640727.9806580927),1.113825351262471
72934,18207014002,453165.0,25.61057224609809,POINT (770162.8450063339 658128.9725180103),1.0100674160243006
73242,18207014502,1041453.0,23.422000387937118,POINT (767440.5942093125 657358.6955792855),0.8823981841019766
73566,18207015002,296149.0,712.387454906602,POINT (756060.782412796 600555.8461604487),0.5467191099701173
73870,18337010102,112245.0,783.7970424418046,POINT (709901.6376118604 659324.9116015399),0.2428877498802965
74130,18337012102,1091795.0,220.18730355846907,POINT (697593.2480404807 665182.4066059381),0.42941162061322086
74373,18343003002,2275404.0,69.1394915658186,POINT (693251.3808660639 665253.8979562948),3.2788151716901774
74631,18343003402,2312014.0,447.894323727234,POINT (691837.6500671863 655084.3113036585),1.659753595762763
74889,18343004002,2318256.0,26.68504072139327,POINT (700492.1016338598 643721.0620301954),1.731433730957713
75186,18343006102,2319288.0,1284.8638851259225,POINT (706937.2136037454 639542.4496334646),5.052172394426616
75483,18343017502,2319822.0,438.26139772627056,POINT (677202.308881801 611775.8839491481),3.018989141553989
75777,18343023002,2316461.0,206.93030043758597,POINT (628646.961989589 591805.1699284528),2.1615579587305236
76072,18343052002,2311136.0,259.38866757397363,POINT (690526.1206286203 618080.154412135),0.9652061605481062
76369,18343053002,2303250.0,26.798811841412142,POINT (690234.2981664467 620062.3546861839),4.024177800763628
76627,18343061002,2313359.0,1521.6131462325393,POINT (687777.8479453216 610325.9139816168),2.618502990420989
76904,18349002002,1174131.0,465.9015822909456,POINT (685424.8489809032 665496.3336525883),32.99446602584409
77200,18369001002,750329.0,1320.38893173889,POINT (667958.6857504833 672310.11932426),0.06350455774135116
77487,18493002002,124408.0,109.69679849050071,POINT (605439.0393535135 708806.7138965159),0.9938844879780377
82582,4001000302,2652965.0,2428.695147618812,POINT (202668.40830140133 261593.58276627053),0.5745911554913286
104989,6015700102,4620.0,3.5183629244615644,POINT (611745.062114736 492422.0336844783),0.9598020194800087
105031,6015700202,81512.0,5.0031249193642475,POINT (623627.5601534885 497355.9025423775),1.0221777878384
105073,6015700302,183465.0,10.191571306627596,POINT (630244.9557622552 498499.9964975527),1.0213818309611997
105114,6016300102,228312.0,3.027993690905401,POINT (634155.0727691184 492392.24086694815),0.9531435363029953
105156,6016400102,696348.0,4.290518316022913,POINT (635254.5902459386 491546.4757407805),0.6980825713040235
105198,6017200102,650719.0,190.38483282129638,POINT (647370.0043244277 489672.36700245814),3.141079376308273
112538,10000100302,2653820.0,137.6944912527568,POINT (163901.12664101436 260439.57550248984),0.09547094601077268
112810,10000200202,2653913.0,1881.149572072227,POINT (168614.28228387012 250793.1396871202),5.57497447234993
123067,16001800202,2479918.0,414.1352341161982,POINT (185026.59497224612 236768.1240631801),0.5323392873991457
123284,16002700102,2652577.0,298.32307117648884,POINT (207755.26224380816 237619.25975553584),2.223492360374063
123520,16003000302,2653323.0,101.12543123777803,POINT (212805.1966724046 240432.89145736067),2.3303949027267943
123791,16012401002,2644025.0,1099.3063962138065,POINT (377965.5149097394 312707.27043866954),1.1170454429931989
125854,16017000102,2647704.0,267.75851295866914,POINT (422163.98252134735 338698.47685475036),0.45325286735017034
125896,16017000602,2648296.0,888.1001073495903,POINT (420461.08610728924 339669.47200492513),1.8076705385574998
126734,16017000702,2648911.0,9.636266169375984,POINT (420723.9711555445 340400.75384898897),3.8129207811163175
136824,17000800102,130487.0,0.3778352340899315,POINT (643518.7468389736 497102.6695956827),0.8810325715575225
136866,17000800202,333082.0,10.16570281017045,POINT (642624.9782698337 497436.75966169994),0.4493755702922024
136908,17001400102,415654.0,3.6187452913295495,POINT (635499.78681513 505981.00329396565),0.7248645344388028
136950,17001600102,2235162.0,6.914694946926923,POINT (620376.5382720568 505706.9768991311),5.367731657890526
162907,3001500202,217310.0,349.9366752597813,POINT (326798.80454947846 533166.3221491427),5.018260325617001
162983,3001600302,947948.0,14.094073327599292,POINT (329522.3259017644 527420.143648097),3.68850911163055
163059,3001700202,477885.0,57.43465071614534,POINT (333259.06183745206 539189.278216086),3.410664050326845
163135,3003000202,489215.0,394.7166979528528,POINT (352001.1590721039 534273.52510972),1.0195508644482496
163211,3003600502,1338739.0,6.165517228326662,POINT (362516.3672800302 502011.4782318639),1.7826569021711187
163269,3003600902,726118.0,75.02159341135028,POINT (362469.995735121 509559.06389421277),3.3718352031588066
163345,3003601002,281285.0,67.89773923520346,POINT (367067.9593279783 529661.9548454981),5.166940839157217
164973,3005702802,306037.0,348.18566792691956,POINT (411530.5207453449 476541.8689028366),1.252921468204279
165031,3005702902,1103479.0,205.26435413093148,POINT (421618.22540289647 502919.5806879499),1.3522818307767712
165107,3005703002,370779.0,2620.541755685049,POINT (419920.0078925417 522419.55914812547),0.9351031825906516
165183,3005703102,1072848.0,1061.0088019004108,POINT (424726.31907207344 489697.9292217634),2.781402844777012
165339,3006600102,922117.0,10.547659898174569,POINT (406030.4548780636 559909.2655831398),0.8032136943988696
165401,3007000302,1132697.0,18.910365523248196,POINT (415326.0790235431 557250.0774672233),19.229709359931885
165483,3007000402,1337714.0,5.6500968697699525,POINT (411444.3239229066 547629.5275471093),0.9907137239625922
165565,3007000502,1337593.0,7.181260545701158,POINT (415579.28753124486 539689.1418615539),1.0313942644761072
165647,3007300202,594237.0,855.7185600736618,POINT (420809.1712037851 557014.112168845),0.16797969567696916
165729,3007300302,1571801.0,8.206077211448108,POINT (420118.190688089 552557.6202659823),0.9899339349809502
165811,3007500202,1337922.0,4.24841099145755,POINT (424752.0691675387 557789.053325681),0.9829560680719595
165893,3007600302,311518.0,974.1656612017574,POINT (431863.74015343376 555774.4573427694),0.5968655634558078
165975,3007600402,847457.0,7.834415715225188,POINT (433158.648983466 548857.2427273695),1.0029032497315606
166057,3007600502,592402.0,773.5448564430553,POINT (436548.0929504201 563002.9945158702),0.742538759713327
166139,3007600602,889857.0,7.5539276876739345,POINT (447277.0439821149 552581.8341877579),0.9342486386875758
166221,3007701302,1039709.0,126.75175682596883,POINT (424822.76895035943 566155.0020768794),9.076034783182838
166303,3008500102,1789298.0,665.3597814493539,POINT (418279.7818881339 590404.1203408145),7.2851211599649455
166345,3009200102,1788199.0,333.3788779098152,POINT (417171.6281173697 595009.400416596),4.517862010784565
166387,3011500102,1755918.0,888.6863478016222,POINT (373474.86943698203 646770.8906379975),0.27925620905527715
166429,3012000102,1753337.0,61.60358067167872,POINT (356871.4326478593 659473.4671965959),0.8624226158568973
166471,3012400302,1779028.0,326.54111213018723,POINT (354906.54296968214 670888.0461943757),3.1382399970135757
166513,3012800102,1765236.0,456.43829281858416,POINT (348614.2890555556 683841.0782509294),2.259649507364016
166555,3013000102,1800259.0,837.8254415693474,POINT (347777.8669904866 695519.5888232527),1.5642171524726478
