,hydat_id,pwqmn_id,dist_hyRivers,pos_hyRivers,dist_OHN,pos_OHN,error
0,02EA001,3009800302,3785.1208960759523,On-Down,3910.1381786830502,Down,0.031972599661223296
1,02EA001,3009800402,4467.751703816526,On-Down,,,
2,02EB103,3008502802,18.92527837173507,On-Up,18.92527837173507,On-Down,0.0
3,02EB105,3008502502,31.61412381407453,On-Down,31.61412381407453,On-Up,0.0
4,02EB011,3009200102,336.8484535299495,On-Up,333.7955109066094,Up,0.009146146438722589
5,02EB005,3009200202,3343.306653344887,On-Up,3600.4012767838885,Up,0.07140721371720411
6,02EB012,3008500102,,,64.85052658029792,On-Down,
7,02EB006,3009200202,,,4286.953202690463,Up,
