,origin_id,hydat_id,origin_dist_from_net,hydat_dist_from_net,dist,pos,data_overlap,total_hydat_records,total_origin_records
0,10108,01CA005,506.3247605292638,494.2094348471731,164.74870666792864,On-Down,0,29,12
1,9979,01CA003,28.522901195280514,40.36398185992493,2648.0148235481715,Up,1,21680,1
2,9979,01CA001,28.522901195280514,15.469214735224577,6034.267669213645,Up,0,960,1
3,10044,01CA003,38.89440940210576,40.36398185992493,2808.4951354716222,Up,65,21680,65
4,10044,01CA001,38.89440940210576,15.469214735224577,6194.747981137095,Up,0,960,65
5,9996,01CA003,233.01456647141188,40.36398185992493,4267.772922237382,Up,18,21680,18
6,9996,01CA001,233.01456647141188,15.469214735224577,7654.025767902855,Up,0,960,18
7,10092,01CA002,29.432794735048443,53.409707074122025,1575.5357534908153,On-Up,0,964,1
8,10015,01CB018,0.3260511513722943,186.70287518354934,1492.462708793783,On-Up,0,923,313
9,10021,01CB018,219.85853027624208,186.70287518354934,2893.391101277764,On-Up,0,923,300
10,10066,01CB004,355.8402168584276,49.87923263694926,5489.47467685938,Down,1,17890,1
11,10107,01CC007,486.56490420653927,171.92512661773432,6496.183036668684,Up,1,49,65
12,10056,01CC007,113.50811684162571,171.92512661773432,1445.0734591693217,Up,0,49,7
13,10011,01CC007,236.23133673991703,171.92512661773432,3282.7779722852692,Up,1,49,73
14,10106,01CD001,196.48162287091895,97.61320500987692,11553.54146314066,On-Up,0,558,4
15,10106,01CD002,196.48162287091895,118.74964426621513,12757.271168904183,On-Up,0,7378,4
16,10106,01CD003,196.48162287091895,124.91964431601664,7607.870664053722,On-Up,0,10140,4
17,9983,01CD002,238.6727693862084,118.74964426621513,10181.24786850855,Down,0,7378,1
18,9983,01CD001,238.6727693862084,97.61320500987692,11384.97757427207,Down,0,558,1
19,10081,01CD004,85.93618576140405,10.996782677926614,6378.997025671311,Up,0,49,24
20,9986,01CC011,71.50556724447294,62.26549890407172,3271.628018240259,Up,0,1559,37
21,9976,01CC011,1016.522747334398,62.26549890407172,5198.546278143338,Up,0,1559,20
22,9985,01CC011,387.19642777263084,62.26549890407172,5198.546278143338,Up,0,1559,5
23,10038,01CC011,1026.5846936113635,62.26549890407172,5198.546278143338,Up,0,1559,36
24,10049,01CC009,1207.770916981779,76.18034650899587,3276.9214430373095,On-Up,0,51,7
25,10083,01CC004,388.86888928745276,431.907901710795,879.662299643197,On-Up,0,1095,45
26,10060,01CD002,906.5181259199921,118.74964426621513,7625.009278603665,Down,4,7378,6
27,10060,01CD001,906.5181259199921,97.61320500987692,8828.738984367184,Down,0,558,6
28,10041,01CE006,178.8369276586552,338.6179862814731,4804.2304469358705,Up,0,51,12
29,10045,01CC005,981.682734014913,73.30961718176526,10642.601066979358,Up,0,11863,22
30,9971,01CE003,173.70178224833978,171.2902710534744,2822.924106503233,On-Up,0,4853,1
31,9971,01CE004,173.70178224833978,16.287171989472146,3357.851035122521,Up,0,5771,1
32,9948,01CE001,353.53175995411993,196.2497171525001,620.744773983582,On-Down,0,5105,3
33,9952,01CE002,92.44029352717746,53.14490042767616,4230.792012284101,Up,0,4814,2
34,9952,01CE005,92.44029352717746,109.13290161675211,7052.938601361149,Up,2,1164,2
35,9965,01CE002,186.64053348871056,53.14490042767616,5462.861957395266,Up,0,4814,1
36,9965,01CE005,186.64053348871056,109.13290161675211,8285.008546472314,Up,0,1164,1
37,9954,01CE002,471.5646828248214,53.14490042767616,6424.985149707359,Up,0,4814,1
38,9954,01CE005,471.5646828248214,109.13290161675211,9247.131738784408,Up,0,1164,1
