,origin_id,hydat_id,origin_dist_from_net,hydat_dist_from_net,dist,pos,data_overlap,total_hydat_records,total_origin_records
99,219267,08MH107,236.64815595375106,221.1753007439576,7953.808823043443,Up,0,1285,10
100,219267,08MH129,236.64815595375106,152.86738044982246,10107.346547325316,Up,0,5324,10
101,219255,08MH059,187.30085449608566,187.4948180916677,1240.7765479324853,On-Up,0,1264,21
102,219255,08MH123,187.30085449608566,17.357077447796204,2214.0569469788916,On-Up,0,2121,21
103,219241,08MH072,995.4831798555772,170.3077821031895,2577.9273962701923,Down,0,2067,1
104,219241,08MH033,995.4831798555772,85.58023910150985,9236.597661057292,Down,0,4060,1
105,219241,08MH012,995.4831798555772,9.908458072281617,11177.773915579883,Down,0,364,1
106,219338,08NH011,360.85955746732117,883.365013497212,5122.264878149434,On-Up,0,1048,1
107,219338,08NH013,360.85955746732117,868.2220219448278,5203.419429261838,On-Up,0,939,1
108,219285,08HA004,336.89549725674357,394.45787009613656,5393.421702352636,Down,0,4337,4
109,219311,08HA054,119.51892204431803,133.62733970646806,1118.3088387647203,On-Down,9,2028,28
